Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description,Notes,Parent_SMILES,Metabolite_SMILES,meta_substrate_name,meta_substrate_cid,meta_substrate_inchikey,meta_substrate_inchi,meta_enzyme,meta_reaction_type,meta_biotransformation_type,meta_biosystem,meta_prod_name,meta_prod_cid,meta_prod_inchikey,meta_prod_inchi,meta_reference
54697550,8-Hydroxywarfarin,71749423,Warfarin 8-O-glucuronide,Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01541,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z,UGT1A9,CC(=O)CC(c1ccccc1)c1c(c2cccc(c2oc1=O)O)O,CC(=O)CC(c1ccccc1)c1c(c2cccc(c2oc1=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O,8-Hydroxywarfarin,54697550,BHBOXPNWDGYJNB-UHFFFAOYSA-N,"InChI=1S/C19H16O5/c1-11(20)10-14(12-6-3-2-4-7-12)16-17(22)13-8-5-9-15(21)18(13)24-19(16)23/h2-9,14,21-22H,10H2,1H3",UGT1A9,Aromatic -OH glucuronidation,Human Phase II,Human,Warfarin 8-O-glucuronide,71749423,CFVGBYFDDKYFMF-JAGVPYGBSA-N,"InChI=1S/C25H24O11/c1-11(26)10-14(12-6-3-2-4-7-12)16-17(27)13-8-5-9-15(21(13)35-24(16)33)34-25-20(30)18(28)19(29)22(36-25)23(31)32/h2-9,14,18-20,22,25,27-30H,10H2,1H3,(H,31,32)/t14?,18-,19-,20+,22-,25+/m0/s1",Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z
54692246,7-Hydroxywarfarin,96364756,Warfarin 7-O-glucuronide,Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01542,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z,UGT1A9,CC(=O)C[C@@H](c1ccccc1)c1c(=O)c2ccc(cc2oc1O)O,CC(=O)C[C@@H](c1ccccc1)c1c(c2ccc(cc2oc1=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O,7-Hydroxywarfarin,54692246,SKFYEJMLNMTTJA-HNNXBMFYSA-N,"InChI=1S/C19H16O5/c1-11(20)9-15(12-5-3-2-4-6-12)17-18(22)14-8-7-13(21)10-16(14)24-19(17)23/h2-8,10,15,21-22H,9H2,1H3/t15-/m0/s1",UGT1A9,Aromatic -OH glucuronidation,Human Phase II,Human,Warfarin 7-O-glucuronide,96364756,HGQPQZDYDCOEEI-YOECQAABSA-N,"InChI=1S/C25H24O11/c1-11(26)9-15(12-5-3-2-4-6-12)17-18(27)14-8-7-13(10-16(14)35-24(17)33)34-25-21(30)19(28)20(29)22(36-25)23(31)32/h2-8,10,15,19-22,25,27-30H,9H2,1H3,(H,31,32)/t15-,19-,20-,21+,22-,25+/m0/s1",Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z
54731323,6-Hydroxywarfarin,154700067,Warfarin 6-O-glucuronide,Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01543,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z,UGT1A9,CC(=O)C[C@@H](c1ccccc1)c1c(=O)c2cc(ccc2oc1O)O,CC(=O)C[C@@H](c1ccccc1)c1c(c2cc(ccc2oc1=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O,6-Hydroxywarfarin,54731323,IQWPEJBUOJQPDE-AWEZNQCLSA-N,"InChI=1S/C19H16O5/c1-11(20)9-14(12-5-3-2-4-6-12)17-18(22)15-10-13(21)7-8-16(15)24-19(17)23/h2-8,10,14,21-22H,9H2,1H3/t14-/m0/s1",UGT1A9,Aromatic -OH glucuronidation,Human Phase II,Human,Warfarin 6-O-glucuronide,,WVBVHLXQTOAFHW-AXCBLOFJSA-N,"InChI=1S/C25H24O11/c1-11(26)9-14(12-5-3-2-4-6-12)17-18(27)15-10-13(7-8-16(15)35-24(17)33)34-25-21(30)19(28)20(29)22(36-25)23(31)32/h2-8,10,14,19-22,25,27-30H,9H2,1H3,(H,31,32)/t14-,19-,20-,21+,22-,25+/m0/s1",Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z
71616,voriconazole,10044355,Voriconazole N-Oxide,N-oxidation of pyrimidine / Human Phase I,Human,CYP2C9; CYP2C19; CYP3A4,BIOTID01098,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675",CYP2C9 (major); CYP2C19 (major); CYP3A4 (minor),C[C@@H](c1c(cncn1)F)[C@](Cn1cncn1)(c1ccc(cc1F)F)O,C[C@@H](c1c(cn(=O)cn1)F)[C@](Cn1cncn1)(c1ccc(cc1F)F)O,voriconazole,71616,BCEHBSKCWLPMDN-MGPLVRAMSA-N,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1",CYP2C9 (major); CYP2C19 (major); CYP3A4 (minor),N-oxidation of pyrimidine,Human Phase I,Human,Voriconazole N-Oxide,10044355,KPLFPLUCFPRUHU-MGPLVRAMSA-N,"InChI=1S/C16H14F3N5O2/c1-10(15-14(19)5-24(26)9-21-15)16(25,6-23-8-20-7-22-23)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
5280793,Vitamin D2,6443809,Vitamin D2 3-glucuronide,O-glucuronidation / Human Phase II,Human,UGT,BIOTID01921,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0010344,UGT,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC[C@]12C,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2/C(=C/C=C/3\CC(CCC3=C)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O3)O)O)O)/CCC[C@]12C,Vitamin D2,5280793,MECHNRXZTMCUDQ-RKHKHRCZSA-N,"InChI=1S/C28H44O/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-28(26,27)6)12-13-24-18-25(29)14-11-21(24)4/h9-10,12-13,19-20,22,25-27,29H,4,7-8,11,14-18H2,1-3,5-6H3/b10-9+,23-12+,24-13-/t20-,22+,25-,26+,27-,28+/m0/s1",UGT,O-glucuronidation,Human Phase II,Human,,6443809,NLCXHIGBBJLZMX-HLQYQDSBSA-N,"InChI=1S/C34H52O7/c1-19(2)20(3)9-10-22(5)26-15-16-27-23(8-7-17-34(26,27)6)12-13-24-18-25(14-11-21(24)4)40-33-30(37)28(35)29(36)31(41-33)32(38)39/h9-10,12-13,19-20,22,25-31,33,35-37H,4,7-8,11,14-18H2,1-3,5-6H3,(H,38,39)/b10-9+,23-12+,24-13+/t20-,22+,25?,26+,27?,28-,29-,30+,31-,33+,34+/m0/s1",http://www.hmdb.ca/metabolites/HMDB0010344
27492,Vinyl carbamate,108032,Vinyl carbamate epoxide,Epoxidation / Human Phase I,Human,CYP2E1,BIOTID01289,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11181492,CYP2E1,C=COC(=N)O,C1C(O1)OC(=N)O,Vinyl carbamate,27492,LVLANIHJQRZTPY-UHFFFAOYSA-N,"InChI=1S/C3H5NO2/c1-2-6-3(4)5/h2H,1H2,(H2,4,5)",CYP2E1,Epoxidation,Human Phase I,Human,Vinyl carbamate epoxide,108032,PSNIYGKWARCUAN-UHFFFAOYSA-N,"InChI=1S/C3H5NO3/c4-3(5)7-2-1-6-2/h2H,1H2,(H2,4,5)",PMID:11181492
3009355,vicriviroc,11577561,Vicriviroc N-oxide ,N-oxidation of pyrimidine / Human Phase I,Human,CYP3A4; CYP3A5,BIOTID01095,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3680",CYP3A4; CYP3A5,C[C@H]1CN(CCN1[C@@H](COC)c1ccc(cc1)C(F)(F)F)C1(C)CCN(CC1)C(=O)c1c(C)ncnc1C,C[C@H]1CN(CCN1[C@@H](COC)c1ccc(cc1)C(F)(F)F)C1(C)CCN(CC1)C(=O)c1c(C)ncn(=O)c1C,vicriviroc,3009355,CNPVJJQCETWNEU-CYFREDJKSA-N,"InChI=1S/C28H38F3N5O2/c1-19-16-35(14-15-36(19)24(17-38-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-34(13-11-27)26(37)25-20(2)32-18-33-21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1",CYP3A4; CYP3A5,N-oxidation of pyrimidine,Human Phase I,Human,Vicriviroc N-oxide ,11577561,FJGWJMSLTFKZKY-CYFREDJKSA-N,"InChI=1S/C28H38F3N5O3/c1-19-16-34(14-15-35(19)24(17-39-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-33(13-11-27)26(37)25-20(2)32-18-36(38)21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3680"
114431,Epoxy-4-vinylcyclohexene,7833,VCH-diepoxide,Alkene epoxidation / Human Phase I,Human,CYP2B6; CYP2E1,BIOTID01499,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"S. M. FONTAINE et al. (2001); ROLE OF INDUCTION OF SPECIFIC HEPATIC CYTOCHROME P450 ISOFORMS IN EPOXIDATION OF 4-VINYLCYCLOHEXENE; DRUG METABOLISM AND DISPOSITION; Vol. 29, No. 9",CYP2B6; CYP2E1,C1=CCC(CC1)C1CO1,C1CC2C(CC1C1CO1)O2,"VCH-1,2-epoxide",114431,OLKHRYQRCJLWLL-UHFFFAOYSA-N,"InChI=1S/C8H12O/c1-2-4-7(5-3-1)8-6-9-8/h1-2,7-8H,3-6H2",CYP2B6; CYP2E1,ALKENE_EPXODATION,Human Phase I,Human,VCH-diepoxide,7833,OECTYKWYRCHAKR-UHFFFAOYSA-N,"InChI=1S/C8H12O2/c1-2-6-7(10-6)3-5(1)8-4-9-8/h5-8H,1-4H2","S. M. FONTAINE et al. (2001); ROLE OF INDUCTION OF SPECIFIC HEPATIC CYTOCHROME P450 ISOFORMS IN EPOXIDATION OF 4-VINYLCYCLOHEXENE; DRUG METABOLISM AND DISPOSITION; Vol. 29, No. 9"
7832,"1,2-Epoxy-4-vinylcyclohexane",7833,VCH-diepoxide,Alkene epoxidation / Human Phase I,Human,CYP2B6; CYP2E1,BIOTID01500,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"S. M. FONTAINE et al. (2001); ROLE OF INDUCTION OF SPECIFIC HEPATIC CYTOCHROME P450 ISOFORMS IN EPOXIDATION OF 4-VINYLCYCLOHEXENE; DRUG METABOLISM AND DISPOSITION; Vol. 29, No. 9",CYP2B6; CYP2E1,C=CC1CCC2C(C1)O2,C1CC2C(CC1C1CO1)O2,"VCH-7,8-epoxide",7832,SLJFKNONPLNAPF-UHFFFAOYSA-N,"InChI=1S/C8H12O/c1-2-6-3-4-7-8(5-6)9-7/h2,6-8H,1,3-5H2",CYP2B6; CYP2E1,ALKENE_EPXODATION,Human Phase I,Human,VCH-diepoxide,7833,OECTYKWYRCHAKR-UHFFFAOYSA-N,"InChI=1S/C8H12O2/c1-2-6-7(10-6)3-5(1)8-4-9-8/h5-8H,1-4H2","S. M. FONTAINE et al. (2001); ROLE OF INDUCTION OF SPECIFIC HEPATIC CYTOCHROME P450 ISOFORMS IN EPOXIDATION OF 4-VINYLCYCLOHEXENE; DRUG METABOLISM AND DISPOSITION; Vol. 29, No. 9"
440775,Uroporphyrinogen I,101695106,uroporphyrin,Aliphatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP2E1;CYP3A4,BIOTID00825,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9763408,CYP1A2;CYP2E1;CYP3A4,C(CC(=O)O)c1c(CC(=O)O)c2Cc3c(CCC(=O)O)c(CC(=O)O)c(Cc4c(CCC(=O)O)c(CC(=O)O)c(Cc5c(CCC(=O)O)c(CC(=O)O)c(Cc1[nH]2)[nH]5)[nH]4)[nH]3,C(CC(=O)O)c1c(CC(=O)O)c2Cc3c(CCC(=O)O)c(CC(=O)O)c(C(c4c(CCC(=O)O)c(CC(=O)O)c(Cc5c(CCC(=O)O)c(CC(=O)O)c(Cc1[nH]2)[nH]5)[nH]4)O)[nH]3,qttnoskslatgqb-uhfffaoysa-n,440775,QTTNOSKSLATGQB-UHFFFAOYSA-N,"InChI=1S/C40H44N4O16/c45-33(46)5-1-17-21(9-37(53)54)29-14-26-19(3-7-35(49)50)23(11-39(57)58)31(43-26)16-28-20(4-8-36(51)52)24(12-40(59)60)32(44-28)15-27-18(2-6-34(47)48)22(10-38(55)56)30(42-27)13-25(17)41-29/h41-44H,1-16H2,(H,45,46)(H,47,48)(H,49,50)(H,51,52)(H,53,54)(H,55,56)(H,57,58)(H,59,60)",CYP1A2;CYP2E1;CYP3A4,Aliphatic Hydroxylation,Human Phase I,Human,uroporphyrin,101695106,MHLUUZPKDGLLIA-UHFFFAOYSA-N,"InChI=1S/C40H44N4O17/c45-30(46)5-1-16-21(10-35(55)56)28-15-26-18(3-7-32(49)50)23(12-37(59)60)39(43-26)40(61)38-19(4-8-33(51)52)22(11-36(57)58)29(44-38)14-25-17(2-6-31(47)48)20(9-34(53)54)27(42-25)13-24(16)41-28/h40-44,61H,1-15H2,(H,45,46)(H,47,48)(H,49,50)(H,51,52)(H,53,54)(H,55,56)(H,57,58)(H,59,60)",PMID:9763408
2355,bergapten,146014903,Unii-3abk64HG9O,Epoxidation / Human Phase I,Human,CYP2D6,BIOTID00299,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9665710,CYP2D6,COc1c2ccc(=O)oc2cc2c1cco2,COc1c2ccc(=O)oc2cc2c1C1C(O2)O1,bergapten,2355,BGEBZHIAGXMEMV-UHFFFAOYSA-N,"InChI=1S/C12H8O4/c1-14-12-7-2-3-11(13)16-10(7)6-9-8(12)4-5-15-9/h2-6H,1H3",CYP2D6,Epoxidation,Human Phase I,Human,,,RFWVPDXUEAKCDE-UHFFFAOYSA-N,"InChI=1S/C12H8O5/c1-14-10-5-2-3-8(13)15-6(5)4-7-9(10)11-12(16-7)17-11/h2-4,11-12H,1H3",PMID:9665710
5328779,Tyrphostin B42,154699966,"Tyrphostin B42, 4-O-glucuronide",Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01555,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z|R(2) http://www.chem.qmul.ac.uk/iubmb/enzyme/EC2/4/1/17.html,UGT1A9,c1ccc(cc1)CN=C(/C(=C/c1ccc(c(c1)O)O)/C#N)O,c1ccc(cc1)CN=C(/C(=C/c1ccc(c(c1)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)/C#N)O,Tyrphostin B42,5328779,TUCIOBMMDDOEMM-RIYZIHGNSA-N,"InChI=1S/C17H14N2O3/c18-10-14(8-13-6-7-15(20)16(21)9-13)17(22)19-11-12-4-2-1-3-5-12/h1-9,20-21H,11H2,(H,19,22)/b14-8+",UGT1A9,Aromatic -OH glucuronidation,Human Phase II,Human,"Tyrphostin B42, 4-O-glucuronide",,SSBVDYQLOOVCBF-DLYXBSSTSA-N,"InChI=1S/C23H22N2O9/c24-10-14(21(30)25-11-12-4-2-1-3-5-12)8-13-6-7-16(15(26)9-13)33-23-19(29)17(27)18(28)20(34-23)22(31)32/h1-9,17-20,23,26-29H,11H2,(H,25,30)(H,31,32)/b14-8+/t17-,18-,19+,20-,23+/m0/s1",Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z|R(2) http://www.chem.qmul.ac.uk/iubmb/enzyme/EC2/4/1/17.html
5328779,Tyrphostin B42,154699627,"Tyrphostin B42, 3-O-glucuronide",Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01554,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z|R(2) http://www.chem.qmul.ac.uk/iubmb/enzyme/EC2/4/1/17.html,UGT1A9,c1ccc(cc1)CN=C(/C(=C/c1ccc(c(c1)O)O)/C#N)O,c1ccc(cc1)CN=C(/C(=C/c1ccc(c(c1)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O)/C#N)O,Tyrphostin B42,5328779,TUCIOBMMDDOEMM-RIYZIHGNSA-N,"InChI=1S/C17H14N2O3/c18-10-14(8-13-6-7-15(20)16(21)9-13)17(22)19-11-12-4-2-1-3-5-12/h1-9,20-21H,11H2,(H,19,22)/b14-8+",UGT1A9,Aromatic -OH glucuronidation,Human Phase II,Human,"Tyrphostin B42, 3-O-glucuronide",,GYLASZALTGFHAR-DLYXBSSTSA-N,"InChI=1S/C23H22N2O9/c24-10-14(21(30)25-11-12-4-2-1-3-5-12)8-13-6-7-15(26)16(9-13)33-23-19(29)17(27)18(28)20(34-23)22(31)32/h1-9,17-20,23,26-29H,11H2,(H,25,30)(H,31,32)/b14-8+/t17-,18-,19+,20-,23+/m0/s1",Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z|R(2) http://www.chem.qmul.ac.uk/iubmb/enzyme/EC2/4/1/17.html
101363929,"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",183678,Tris-hydroxy-methoxychlor,O-demethylation / Human Phase I,Human,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP3A4,BIOTID00174,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12167570,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP3A4,COc1ccc(cc1)[C@@H](c1ccc(c(c1)O)O)C(Cl)(Cl)Cl,c1cc(ccc1C(c1ccc(c(c1)O)O)C(Cl)(Cl)Cl)O,"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",101363929,CFAVOGVJXCIQLR-AWEZNQCLSA-N,"InChI=1S/C15H13Cl3O3/c1-21-11-5-2-9(3-6-11)14(15(16,17)18)10-4-7-12(19)13(20)8-10/h2-8,14,19-20H,1H3/t14-/m0/s1",CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP3A4,O-demethylation,Human Phase I,Human,Tris-OH-M methoxychlor,183678,TUYRXLVIBHDPDA-UHFFFAOYSA-N,"InChI=1S/C14H11Cl3O3/c15-14(16,17)13(8-1-4-10(18)5-2-8)9-3-6-11(19)12(20)7-9/h1-7,13,18-20H",PMID:12167570
76302,Bis-hydroxy-methoxychlor,183678,Tris-hydroxy-methoxychlor,o-Hydroxylation of phenol / Human Phase I,Human,CYP3A4,BIOTID01423,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Hu, Y. and Kupfer, D. (2002); Metabolism of the Endocrine Disruptor Pesticide-Methoxychlor by Human P450s: Pathways Involving a Novel Catechol Metabolite; Drug Metab Dispos. 2002 Sep;30(9):1035-42.",CYP3A4,c1cc(ccc1C(c1ccc(cc1)O)C(Cl)(Cl)Cl)O,c1cc(ccc1C(c1ccc(c(c1)O)O)C(Cl)(Cl)Cl)O,Bis-OH-methoxychlor,76302,IUGDILGOLSSKNE-UHFFFAOYSA-N,"InChI=1S/C14H11Cl3O2/c15-14(16,17)13(9-1-5-11(18)6-2-9)10-3-7-12(19)8-4-10/h1-8,13,18-19H",CYP3A4,o-Hydroxylation of phenol,Human Phase I,Human,Tris-OH-methoxychlor,183678,TUYRXLVIBHDPDA-UHFFFAOYSA-N,"InChI=1S/C14H11Cl3O3/c15-14(16,17)13(8-1-4-10(18)5-2-8)9-3-6-11(19)12(20)7-9/h1-7,13,18-20H","Hu, Y. and Kupfer, D. (2002); Metabolism of the Endocrine Disruptor Pesticide-Methoxychlor by Human P450s: Pathways Involving a Novel Catechol Metabolite; Drug Metab Dispos. 2002 Sep;30(9):1035-42."
5587,Tripelennamine,154699868,Tripelennamine N-glucuronide,N-glucuronidation of tertiary aliphatic amine / Human Phase II,Human,UGT1A3,BIOTID01703,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Green MD et al. (1998); Glucuronidation of amines and other xenobiotics catalyzed by expressed human UDP-glucuronosyltransferase 1A3; Drug Metab Dispos.;26(6):507-12; PMID:9616184,UGT1A3,CN(C)CCN(Cc1ccccc1)c1ccccn1,C[N+](C)(CCN(Cc1ccccc1)c1ccccn1)C1C(C(C(C(C(=O)O)O1)O)O)O,Tripelennamine,5587,UFLGIAIHIAPJJC-UHFFFAOYSA-N,"InChI=1S/C16H21N3/c1-18(2)12-13-19(16-10-6-7-11-17-16)14-15-8-4-3-5-9-15/h3-11H,12-14H2,1-2H3",UGT1A3,N-glucuronidation of tertiary aliphatic amine,Human Phase II,Human,Tripelennamine N-glucuronide,,PAYFYCLCAWTSBX-UHFFFAOYSA-O,"InChI=1S/C22H29N3O6/c1-25(2,21-19(28)17(26)18(27)20(31-21)22(29)30)13-12-24(16-10-6-7-11-23-16)14-15-8-4-3-5-9-15/h3-11,17-21,26-28H,12-14H2,1-2H3/p+1",Green MD et al. (1998); Glucuronidation of amines and other xenobiotics catalyzed by expressed human UDP-glucuronosyltransferase 1A3; Drug Metab Dispos.;26(6):507-12; PMID:9616184
